"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Total loss","run-multi-task-without-debiasing - Total loss__MIN","run-multi-task-without-debiasing - Total loss__MAX"
"46461","232300","232300","232300","4.626891613006592","4.626891613006592","4.626891613006592"
"46468","232335","232335","232335","2.743628740310669","2.743628740310669","2.743628740310669"
"46470","232345","232345","232345","3.1073107719421387","3.1073107719421387","3.1073107719421387"
"46479","232390","232390","232390","3.777587890625","3.777587890625","3.777587890625"
"46488","232435","232435","232435","3.2055864334106445","3.2055864334106445","3.2055864334106445"
"46522","232605","232605","232605","1.797117829322815","1.797117829322815","1.797117829322815"
"46528","232635","232635","232635","4.32357931137085","4.32357931137085","4.32357931137085"
"46543","232710","232710","232710","3.7123875617980957","3.7123875617980957","3.7123875617980957"
"46564","232815","232815","232815","3.4850869178771973","3.4850869178771973","3.4850869178771973"
"46566","232825","232825","232825","4.340371131896973","4.340371131896973","4.340371131896973"
"46568","232835","232835","232835","4.78079080581665","4.78079080581665","4.78079080581665"
"46575","232870","232870","232870","3.545767307281494","3.545767307281494","3.545767307281494"
"46580","232895","232895","232895","1.818421483039856","1.818421483039856","1.818421483039856"
"46594","232965","232965","232965","3.821444034576416","3.821444034576416","3.821444034576416"
"46611","233050","233050","233050","2.5122313499450684","2.5122313499450684","2.5122313499450684"
"46612","233055","233055","233055","4.576725006103516","4.576725006103516","4.576725006103516"
"46614","233065","233065","233065","3.7477900981903076","3.7477900981903076","3.7477900981903076"
"46621","233100","233100","233100","4.026749610900879","4.026749610900879","4.026749610900879"
"46623","233110","233110","233110","2.8343663215637207","2.8343663215637207","2.8343663215637207"
"46632","233155","233155","233155","2.1385560035705566","2.1385560035705566","2.1385560035705566"
"46646","233225","233225","233225","3.456794261932373","3.456794261932373","3.456794261932373"
"46647","233230","233230","233230","3.018245220184326","3.018245220184326","3.018245220184326"
"46649","233240","233240","233240","4.232835292816162","4.232835292816162","4.232835292816162"
"46651","233250","233250","233250","4.12940788269043","4.12940788269043","4.12940788269043"
"46672","233355","233355","233355","3.5135915279388428","3.5135915279388428","3.5135915279388428"
"46678","233385","233385","233385","3.057699203491211","3.057699203491211","3.057699203491211"
"46680","233395","233395","233395","2.690112352371216","2.690112352371216","2.690112352371216"
"46688","233435","233435","233435","3.977574348449707","3.977574348449707","3.977574348449707"
"46700","233495","233495","233495","2.190161943435669","2.190161943435669","2.190161943435669"
"46708","233535","233535","233535","4.1940741539001465","4.1940741539001465","4.1940741539001465"
"46734","233665","233665","233665","2.5756163597106934","2.5756163597106934","2.5756163597106934"
"46740","233695","233695","233695","2.177342653274536","2.177342653274536","2.177342653274536"
"46754","233765","233765","233765","3.329061508178711","3.329061508178711","3.329061508178711"
"46791","233950","233950","233950","3.1400973796844482","3.1400973796844482","3.1400973796844482"
"46793","233960","233960","233960","2.9311788082122803","2.9311788082122803","2.9311788082122803"
"46795","233970","233970","233970","3.2022171020507812","3.2022171020507812","3.2022171020507812"
"46804","234015","234015","234015","3.891916275024414","3.891916275024414","3.891916275024414"
"46844","234215","234215","234215","2.8928725719451904","2.8928725719451904","2.8928725719451904"
"46857","234280","234280","234280","2.8191308975219727","2.8191308975219727","2.8191308975219727"
"46863","234310","234310","234310","3.1170382499694824","3.1170382499694824","3.1170382499694824"
"46891","234450","234450","234450","2.517739772796631","2.517739772796631","2.517739772796631"
"46893","234460","234460","234460","3.0243468284606934","3.0243468284606934","3.0243468284606934"
"46928","234635","234635","234635","3.2252774238586426","3.2252774238586426","3.2252774238586426"
"46931","234650","234650","234650","2.9829111099243164","2.9829111099243164","2.9829111099243164"
"46933","234660","234660","234660","3.6613659858703613","3.6613659858703613","3.6613659858703613"
"46936","234675","234675","234675","3.169675350189209","3.169675350189209","3.169675350189209"
"46939","234690","234690","234690","2.7894704341888428","2.7894704341888428","2.7894704341888428"
"46986","234925","234925","234925","2.3424887657165527","2.3424887657165527","2.3424887657165527"
"46990","234945","234945","234945","2.7731659412384033","2.7731659412384033","2.7731659412384033"
"47017","235080","235080","235080","2.503903388977051","2.503903388977051","2.503903388977051"
"47019","235090","235090","235090","3.577666759490967","3.577666759490967","3.577666759490967"
"47020","235095","235095","235095","2.6831064224243164","2.6831064224243164","2.6831064224243164"
"47031","235150","235150","235150","3.220839262008667","3.220839262008667","3.220839262008667"
"47054","235265","235265","235265","4.044971942901611","4.044971942901611","4.044971942901611"
"47097","235480","235480","235480","2.54636549949646","2.54636549949646","2.54636549949646"
"47099","235490","235490","235490","2.7221739292144775","2.7221739292144775","2.7221739292144775"
"47108","235535","235535","235535","3.16953706741333","3.16953706741333","3.16953706741333"
"47141","235700","235700","235700","4.440953254699707","4.440953254699707","4.440953254699707"
"47204","236015","236015","236015","2.5032646656036377","2.5032646656036377","2.5032646656036377"
"47210","236045","236045","236045","2.846238613128662","2.846238613128662","2.846238613128662"
"47231","236150","236150","236150","2.8740901947021484","2.8740901947021484","2.8740901947021484"
"47240","236195","236195","236195","2.3765063285827637","2.3765063285827637","2.3765063285827637"
"47242","236205","236205","236205","2.9093830585479736","2.9093830585479736","2.9093830585479736"
"47263","236310","236310","236310","3.7857494354248047","3.7857494354248047","3.7857494354248047"
"47300","236495","236495","236495","4.361416816711426","4.361416816711426","4.361416816711426"
"47301","236500","236500","236500","3.4020140171051025","3.4020140171051025","3.4020140171051025"
"47321","236600","236600","236600","2.6125991344451904","2.6125991344451904","2.6125991344451904"
"47323","236610","236610","236610","2.973372220993042","2.973372220993042","2.973372220993042"
"47346","236725","236725","236725","4.104509353637695","4.104509353637695","4.104509353637695"
"47378","236885","236885","236885","3.062826156616211","3.062826156616211","3.062826156616211"
"47383","236910","236910","236910","2.4659781455993652","2.4659781455993652","2.4659781455993652"
"47386","236925","236925","236925","4.526724815368652","4.526724815368652","4.526724815368652"
"47394","236965","236965","236965","3.4190030097961426","3.4190030097961426","3.4190030097961426"
"47396","236975","236975","236975","3.9939374923706055","3.9939374923706055","3.9939374923706055"
"47409","237040","237040","237040","3.1554365158081055","3.1554365158081055","3.1554365158081055"
"47465","237320","237320","237320","3.6964759826660156","3.6964759826660156","3.6964759826660156"
"47466","237325","237325","237325","2.694514751434326","2.694514751434326","2.694514751434326"
"47492","237455","237455","237455","3.681736469268799","3.681736469268799","3.681736469268799"
"47494","237465","237465","237465","3.8044891357421875","3.8044891357421875","3.8044891357421875"
"47497","237480","237480","237480","2.875584602355957","2.875584602355957","2.875584602355957"
"47511","237550","237550","237550","3.0101242065429688","3.0101242065429688","3.0101242065429688"
"47529","237640","237640","237640","2.7615997791290283","2.7615997791290283","2.7615997791290283"
"47530","237645","237645","237645","3.086228609085083","3.086228609085083","3.086228609085083"
"47536","237675","237675","237675","5.554532051086426","5.554532051086426","5.554532051086426"
"47548","237735","237735","237735","2.615509271621704","2.615509271621704","2.615509271621704"
"47551","237750","237750","237750","2.8233160972595215","2.8233160972595215","2.8233160972595215"
"47565","237820","237820","237820","3.083009719848633","3.083009719848633","3.083009719848633"
"47581","237900","237900","237900","3.434999942779541","3.434999942779541","3.434999942779541"
"47629","238140","238140","238140","4.664510250091553","4.664510250091553","4.664510250091553"
"47631","238150","238150","238150","3.8685812950134277","3.8685812950134277","3.8685812950134277"
"47643","238210","238210","238210","2.0859789848327637","2.0859789848327637","2.0859789848327637"
"47656","238275","238275","238275","2.7204995155334473","2.7204995155334473","2.7204995155334473"
"47657","238280","238280","238280","2.196706533432007","2.196706533432007","2.196706533432007"
"47679","238390","238390","238390","3.2567710876464844","3.2567710876464844","3.2567710876464844"
"47684","238415","238415","238415","2.018202543258667","2.018202543258667","2.018202543258667"
"47741","238700","238700","238700","3.7331175804138184","3.7331175804138184","3.7331175804138184"
"47747","238730","238730","238730","3.658357620239258","3.658357620239258","3.658357620239258"
"47753","238760","238760","238760","3.399625301361084","3.399625301361084","3.399625301361084"
"47759","238790","238790","238790","2.871689796447754","2.871689796447754","2.871689796447754"
"47766","238825","238825","238825","2.443117380142212","2.443117380142212","2.443117380142212"
"47768","238835","238835","238835","4.165299415588379","4.165299415588379","4.165299415588379"
"47770","238845","238845","238845","3.4357218742370605","3.4357218742370605","3.4357218742370605"
"47781","238900","238900","238900","2.6486926078796387","2.6486926078796387","2.6486926078796387"
"47787","238930","238930","238930","3.4061169624328613","3.4061169624328613","3.4061169624328613"
"47810","239045","239045","239045","1.9329125881195068","1.9329125881195068","1.9329125881195068"
"47834","239165","239165","239165","4.795968055725098","4.795968055725098","4.795968055725098"
"47835","239170","239170","239170","3.4446444511413574","3.4446444511413574","3.4446444511413574"
"47855","239270","239270","239270","3.582368850708008","3.582368850708008","3.582368850708008"
"47869","239340","239340","239340","3.7152891159057617","3.7152891159057617","3.7152891159057617"
"47870","239345","239345","239345","3.1906466484069824","3.1906466484069824","3.1906466484069824"
"47872","239355","239355","239355","5.176891326904297","5.176891326904297","5.176891326904297"
"47919","239590","239590","239590","1.9506120681762695","1.9506120681762695","1.9506120681762695"
"47956","239775","239775","239775","2.769697666168213","2.769697666168213","2.769697666168213"
"47964","239815","239815","239815","3.404344081878662","3.404344081878662","3.404344081878662"
"47984","239915","239915","239915","3.2682223320007324","3.2682223320007324","3.2682223320007324"
"47987","239930","239930","239930","3.274048089981079","3.274048089981079","3.274048089981079"
"47991","239950","239950","239950","3.271048069000244","3.271048069000244","3.271048069000244"
"47995","239970","239970","239970","3.0820412635803223","3.0820412635803223","3.0820412635803223"
"48005","240020","240020","240020","4.197486400604248","4.197486400604248","4.197486400604248"
"48010","240045","240045","240045","3.4180173873901367","3.4180173873901367","3.4180173873901367"
"48073","240360","240360","240360","2.1996943950653076","2.1996943950653076","2.1996943950653076"
"48076","240375","240375","240375","1.519274353981018","1.519274353981018","1.519274353981018"
"48096","240475","240475","240475","2.672255516052246","2.672255516052246","2.672255516052246"
"48107","240530","240530","240530","2.958527088165283","2.958527088165283","2.958527088165283"
"48114","240565","240565","240565","4.561152458190918","4.561152458190918","4.561152458190918"
"48168","240835","240835","240835","3.8513994216918945","3.8513994216918945","3.8513994216918945"
"48188","240935","240935","240935","3.924942970275879","3.924942970275879","3.924942970275879"
"48195","240970","240970","240970","2.771552324295044","2.771552324295044","2.771552324295044"
"48217","241080","241080","241080","1.8357104063034058","1.8357104063034058","1.8357104063034058"
"48218","241085","241085","241085","3.0828895568847656","3.0828895568847656","3.0828895568847656"
"48225","241120","241120","241120","4.485936641693115","4.485936641693115","4.485936641693115"
"48230","241145","241145","241145","3.4223814010620117","3.4223814010620117","3.4223814010620117"
"48233","241160","241160","241160","3.594540596008301","3.594540596008301","3.594540596008301"
"48236","241175","241175","241175","3.8500142097473145","3.8500142097473145","3.8500142097473145"
"48253","241260","241260","241260","2.8793721199035645","2.8793721199035645","2.8793721199035645"
"48267","241330","241330","241330","3.0674030780792236","3.0674030780792236","3.0674030780792236"
"48269","241340","241340","241340","2.7030224800109863","2.7030224800109863","2.7030224800109863"
"48275","241370","241370","241370","2.7302186489105225","2.7302186489105225","2.7302186489105225"
"48285","241420","241420","241420","4.26383113861084","4.26383113861084","4.26383113861084"
"48330","241645","241645","241645","3.9292263984680176","3.9292263984680176","3.9292263984680176"
"48368","241835","241835","241835","3.3719749450683594","3.3719749450683594","3.3719749450683594"
"48381","241900","241900","241900","3.5913965702056885","3.5913965702056885","3.5913965702056885"
"48391","241950","241950","241950","3.4112606048583984","3.4112606048583984","3.4112606048583984"
"48405","242020","242020","242020","3.331559419631958","3.331559419631958","3.331559419631958"
"48423","242110","242110","242110","2.4559249877929688","2.4559249877929688","2.4559249877929688"
"48424","242115","242115","242115","2.6242220401763916","2.6242220401763916","2.6242220401763916"
"48460","242295","242295","242295","3.0344715118408203","3.0344715118408203","3.0344715118408203"
"48465","242320","242320","242320","2.8431549072265625","2.8431549072265625","2.8431549072265625"
"48510","242545","242545","242545","3.8234047889709473","3.8234047889709473","3.8234047889709473"
"48517","242580","242580","242580","3.22076416015625","3.22076416015625","3.22076416015625"
"48521","242600","242600","242600","5.69140625","5.69140625","5.69140625"
"48522","242605","242605","242605","2.2278316020965576","2.2278316020965576","2.2278316020965576"
"48547","242730","242730","242730","2.4238834381103516","2.4238834381103516","2.4238834381103516"
"48570","242845","242845","242845","2.601466178894043","2.601466178894043","2.601466178894043"
"48579","242890","242890","242890","2.982914447784424","2.982914447784424","2.982914447784424"
"48587","242930","242930","242930","3.236724376678467","3.236724376678467","3.236724376678467"
"48590","242945","242945","242945","3.6210055351257324","3.6210055351257324","3.6210055351257324"
"48623","243110","243110","243110","2.3333144187927246","2.3333144187927246","2.3333144187927246"
"48630","243145","243145","243145","4.134738445281982","4.134738445281982","4.134738445281982"
"48645","243220","243220","243220","3.7025861740112305","3.7025861740112305","3.7025861740112305"
"48658","243285","243285","243285","4.377078056335449","4.377078056335449","4.377078056335449"
"48660","243295","243295","243295","1.7665834426879883","1.7665834426879883","1.7665834426879883"
"48669","243340","243340","243340","3.7371792793273926","3.7371792793273926","3.7371792793273926"
"48671","243350","243350","243350","2.970026969909668","2.970026969909668","2.970026969909668"
"48684","243415","243415","243415","3.918031692504883","3.918031692504883","3.918031692504883"
"48686","243425","243425","243425","2.8824496269226074","2.8824496269226074","2.8824496269226074"
"48689","243440","243440","243440","3.777583122253418","3.777583122253418","3.777583122253418"
"48706","243525","243525","243525","3.318984031677246","3.318984031677246","3.318984031677246"
"48722","243605","243605","243605","2.392051935195923","2.392051935195923","2.392051935195923"
"48745","243720","243720","243720","2.5128488540649414","2.5128488540649414","2.5128488540649414"
"48774","243865","243865","243865","2.7371699810028076","2.7371699810028076","2.7371699810028076"
"48810","244045","244045","244045","2.4261608123779297","2.4261608123779297","2.4261608123779297"
"48828","244135","244135","244135","3.132211208343506","3.132211208343506","3.132211208343506"
"48842","244205","244205","244205","3.024695873260498","3.024695873260498","3.024695873260498"
"48846","244225","244225","244225","2.819352865219116","2.819352865219116","2.819352865219116"
"48895","244470","244470","244470","3.9833145141601562","3.9833145141601562","3.9833145141601562"
"48904","244515","244515","244515","2.7696099281311035","2.7696099281311035","2.7696099281311035"
"48906","244525","244525","244525","4.397665500640869","4.397665500640869","4.397665500640869"
"48910","244545","244545","244545","2.9550321102142334","2.9550321102142334","2.9550321102142334"
"48912","244555","244555","244555","3.1777162551879883","3.1777162551879883","3.1777162551879883"
"48914","244565","244565","244565","3.739753246307373","3.739753246307373","3.739753246307373"
"48931","244650","244650","244650","3.0778656005859375","3.0778656005859375","3.0778656005859375"
"48939","244690","244690","244690","1.8214657306671143","1.8214657306671143","1.8214657306671143"
"48942","244705","244705","244705","3.449779987335205","3.449779987335205","3.449779987335205"
"48950","244745","244745","244745","2.3733067512512207","2.3733067512512207","2.3733067512512207"
"49021","245100","245100","245100","2.983278274536133","2.983278274536133","2.983278274536133"
"49042","245205","245205","245205","2.901346445083618","2.901346445083618","2.901346445083618"
"49049","245240","245240","245240","3.586239814758301","3.586239814758301","3.586239814758301"
"49050","245245","245245","245245","3.8052334785461426","3.8052334785461426","3.8052334785461426"
"49056","245275","245275","245275","2.9184343814849854","2.9184343814849854","2.9184343814849854"
"49062","245305","245305","245305","2.0274314880371094","2.0274314880371094","2.0274314880371094"
"49072","245355","245355","245355","3.5309548377990723","3.5309548377990723","3.5309548377990723"
"49086","245425","245425","245425","2.739295482635498","2.739295482635498","2.739295482635498"
"49087","245430","245430","245430","3.2717907428741455","3.2717907428741455","3.2717907428741455"
"49118","245585","245585","245585","3.048902988433838","3.048902988433838","3.048902988433838"
"49130","245645","245645","245645","3.6375131607055664","3.6375131607055664","3.6375131607055664"
"49132","245655","245655","245655","2.6121809482574463","2.6121809482574463","2.6121809482574463"
"49133","245660","245660","245660","2.6038737297058105","2.6038737297058105","2.6038737297058105"
"49138","245685","245685","245685","4.070401191711426","4.070401191711426","4.070401191711426"
"49162","245805","245805","245805","2.689077615737915","2.689077615737915","2.689077615737915"
"49167","245830","245830","245830","3.056100368499756","3.056100368499756","3.056100368499756"
"49170","245845","245845","245845","3.062800645828247","3.062800645828247","3.062800645828247"
"49195","245970","245970","245970","4.141021728515625","4.141021728515625","4.141021728515625"
"49206","246025","246025","246025","5.248503684997559","5.248503684997559","5.248503684997559"
"49215","246070","246070","246070","3.927089214324951","3.927089214324951","3.927089214324951"
"49218","246085","246085","246085","2.6386218070983887","2.6386218070983887","2.6386218070983887"
"49236","246175","246175","246175","2.663156270980835","2.663156270980835","2.663156270980835"
"49248","246235","246235","246235","3.50742769241333","3.50742769241333","3.50742769241333"
"49250","246245","246245","246245","3.6620912551879883","3.6620912551879883","3.6620912551879883"
"49253","246260","246260","246260","3.1137218475341797","3.1137218475341797","3.1137218475341797"
"49267","246330","246330","246330","2.9299354553222656","2.9299354553222656","2.9299354553222656"
"49283","246410","246410","246410","2.2192814350128174","2.2192814350128174","2.2192814350128174"
"49290","246445","246445","246445","2.9986236095428467","2.9986236095428467","2.9986236095428467"
"49306","246525","246525","246525","4.3199591636657715","4.3199591636657715","4.3199591636657715"
"49312","246555","246555","246555","4.00498628616333","4.00498628616333","4.00498628616333"
"49345","246720","246720","246720","2.8343586921691895","2.8343586921691895","2.8343586921691895"
"49354","246765","246765","246765","5.018755912780762","5.018755912780762","5.018755912780762"
"49387","246930","246930","246930","2.686067581176758","2.686067581176758","2.686067581176758"
"49395","246970","246970","246970","3.380136013031006","3.380136013031006","3.380136013031006"
"49407","247030","247030","247030","4.080678462982178","4.080678462982178","4.080678462982178"
"49436","247175","247175","247175","3.764342784881592","3.764342784881592","3.764342784881592"
"49443","247210","247210","247210","4.644268035888672","4.644268035888672","4.644268035888672"
"49449","247240","247240","247240","2.364018678665161","2.364018678665161","2.364018678665161"
"49479","247390","247390","247390","3.8990273475646973","3.8990273475646973","3.8990273475646973"
"49517","247580","247580","247580","3.3264012336730957","3.3264012336730957","3.3264012336730957"
"49527","247630","247630","247630","2.192721366882324","2.192721366882324","2.192721366882324"
"49529","247640","247640","247640","2.552053213119507","2.552053213119507","2.552053213119507"
"49541","247700","247700","247700","3.3522167205810547","3.3522167205810547","3.3522167205810547"
"49554","247765","247765","247765","3.52500581741333","3.52500581741333","3.52500581741333"
"49655","248270","248270","248270","4.196349143981934","4.196349143981934","4.196349143981934"
"49659","248290","248290","248290","2.691009759902954","2.691009759902954","2.691009759902954"
"49661","248300","248300","248300","2.591890335083008","2.591890335083008","2.591890335083008"
"49682","248405","248405","248405","4.327712059020996","4.327712059020996","4.327712059020996"
"49687","248430","248430","248430","2.6534271240234375","2.6534271240234375","2.6534271240234375"
"49694","248465","248465","248465","3.273434638977051","3.273434638977051","3.273434638977051"
"49699","248490","248490","248490","3.780186891555786","3.780186891555786","3.780186891555786"
"49702","248505","248505","248505","3.0344996452331543","3.0344996452331543","3.0344996452331543"
"49714","248565","248565","248565","2.4722800254821777","2.4722800254821777","2.4722800254821777"
"49733","248660","248660","248660","3.754425048828125","3.754425048828125","3.754425048828125"
"49738","248685","248685","248685","2.441091537475586","2.441091537475586","2.441091537475586"
"49742","248705","248705","248705","5.013946533203125","5.013946533203125","5.013946533203125"
"49744","248715","248715","248715","2.205470561981201","2.205470561981201","2.205470561981201"
"49771","248850","248850","248850","3.445333242416382","3.445333242416382","3.445333242416382"
"49789","248940","248940","248940","3.02091646194458","3.02091646194458","3.02091646194458"
"49816","249075","249075","249075","3.2629384994506836","3.2629384994506836","3.2629384994506836"
"49818","249085","249085","249085","2.7698426246643066","2.7698426246643066","2.7698426246643066"
"49835","249170","249170","249170","4.519218444824219","4.519218444824219","4.519218444824219"
"49852","249255","249255","249255","2.526154041290283","2.526154041290283","2.526154041290283"
"49862","249305","249305","249305","3.6944382190704346","3.6944382190704346","3.6944382190704346"
"49870","249345","249345","249345","3.139756679534912","3.139756679534912","3.139756679534912"
"49894","249465","249465","249465","5.339581489562988","5.339581489562988","5.339581489562988"
"49898","249485","249485","249485","2.4452266693115234","2.4452266693115234","2.4452266693115234"
"49908","249535","249535","249535","3.490734815597534","3.490734815597534","3.490734815597534"
"49925","249620","249620","249620","2.6987359523773193","2.6987359523773193","2.6987359523773193"
"49955","249770","249770","249770","3.197394847869873","3.197394847869873","3.197394847869873"
"49962","249805","249805","249805","4.491350173950195","4.491350173950195","4.491350173950195"
"49979","249890","249890","249890","2.8964881896972656","2.8964881896972656","2.8964881896972656"
"49994","249965","249965","249965","3.3125219345092773","3.3125219345092773","3.3125219345092773"
"49996","249975","249975","249975","2.3492164611816406","2.3492164611816406","2.3492164611816406"
"49999","249990","249990","249990","3.055449962615967","3.055449962615967","3.055449962615967"
"50025","250120","250120","250120","4.154118537902832","4.154118537902832","4.154118537902832"
"50030","250145","250145","250145","3.3503832817077637","3.3503832817077637","3.3503832817077637"
"50062","250305","250305","250305","3.3922135829925537","3.3922135829925537","3.3922135829925537"
"50067","250330","250330","250330","4.506711006164551","4.506711006164551","4.506711006164551"
"50105","250520","250520","250520","3.058459997177124","3.058459997177124","3.058459997177124"
"50107","250530","250530","250530","3.452277660369873","3.452277660369873","3.452277660369873"
"50135","250670","250670","250670","2.6001579761505127","2.6001579761505127","2.6001579761505127"
"50136","250675","250675","250675","2.7242772579193115","2.7242772579193115","2.7242772579193115"
"50159","250790","250790","250790","2.4358835220336914","2.4358835220336914","2.4358835220336914"
"50193","250960","250960","250960","2.320981740951538","2.320981740951538","2.320981740951538"
"50199","250990","250990","250990","2.1806178092956543","2.1806178092956543","2.1806178092956543"
"50200","250995","250995","250995","3.574305534362793","3.574305534362793","3.574305534362793"
"50211","251050","251050","251050","4.113153457641602","4.113153457641602","4.113153457641602"
"50212","251055","251055","251055","1.8063669204711914","1.8063669204711914","1.8063669204711914"
"50225","251120","251120","251120","2.5529115200042725","2.5529115200042725","2.5529115200042725"
"50226","251125","251125","251125","3.8342437744140625","3.8342437744140625","3.8342437744140625"
"50243","251210","251210","251210","3.7356348037719727","3.7356348037719727","3.7356348037719727"
"50251","251250","251250","251250","2.3259904384613037","2.3259904384613037","2.3259904384613037"
"50258","251285","251285","251285","2.6505815982818604","2.6505815982818604","2.6505815982818604"
"50260","251295","251295","251295","2.3827626705169678","2.3827626705169678","2.3827626705169678"
"50270","251345","251345","251345","2.8044512271881104","2.8044512271881104","2.8044512271881104"
"50297","251480","251480","251480","3.238058567047119","3.238058567047119","3.238058567047119"
"50301","251500","251500","251500","3.7332987785339355","3.7332987785339355","3.7332987785339355"
"50326","251625","251625","251625","2.849655866622925","2.849655866622925","2.849655866622925"
"50342","251705","251705","251705","3.3178272247314453","3.3178272247314453","3.3178272247314453"
"50353","251760","251760","251760","4.612153053283691","4.612153053283691","4.612153053283691"
"50357","251780","251780","251780","3.824646472930908","3.824646472930908","3.824646472930908"
"50406","252025","252025","252025","3.266714572906494","3.266714572906494","3.266714572906494"
"50425","252120","252120","252120","2.6189050674438477","2.6189050674438477","2.6189050674438477"
"50430","252145","252145","252145","2.7385342121124268","2.7385342121124268","2.7385342121124268"
"50439","252190","252190","252190","4.860381126403809","4.860381126403809","4.860381126403809"
"50447","252230","252230","252230","3.1286935806274414","3.1286935806274414","3.1286935806274414"
"50482","252405","252405","252405","2.2703065872192383","2.2703065872192383","2.2703065872192383"
"50488","252435","252435","252435","4.597369194030762","4.597369194030762","4.597369194030762"
"50490","252445","252445","252445","2.536133289337158","2.536133289337158","2.536133289337158"
"50495","252470","252470","252470","2.741316795349121","2.741316795349121","2.741316795349121"
"50499","252490","252490","252490","5.3482666015625","5.3482666015625","5.3482666015625"
"50500","252495","252495","252495","2.4230005741119385","2.4230005741119385","2.4230005741119385"
"50507","252530","252530","252530","4.080542087554932","4.080542087554932","4.080542087554932"
"50511","252550","252550","252550","2.958026885986328","2.958026885986328","2.958026885986328"
"50530","252645","252645","252645","2.437600612640381","2.437600612640381","2.437600612640381"
"50532","252655","252655","252655","3.1603174209594727","3.1603174209594727","3.1603174209594727"
"50538","252685","252685","252685","2.4673261642456055","2.4673261642456055","2.4673261642456055"
"50544","252715","252715","252715","3.735853672027588","3.735853672027588","3.735853672027588"
"50551","252750","252750","252750","3.4931747913360596","3.4931747913360596","3.4931747913360596"
"50574","252865","252865","252865","3.727505683898926","3.727505683898926","3.727505683898926"
"50583","252910","252910","252910","3.416158676147461","3.416158676147461","3.416158676147461"
"50606","253025","253025","253025","5.1251068115234375","5.1251068115234375","5.1251068115234375"
"50639","253190","253190","253190","3.2542996406555176","3.2542996406555176","3.2542996406555176"
"50650","253245","253245","253245","4.415015697479248","4.415015697479248","4.415015697479248"
"50651","253250","253250","253250","2.4673538208007812","2.4673538208007812","2.4673538208007812"
"50653","253260","253260","253260","2.300440788269043","2.300440788269043","2.300440788269043"
"50665","253320","253320","253320","2.8145933151245117","2.8145933151245117","2.8145933151245117"
"50672","253355","253355","253355","2.5658955574035645","2.5658955574035645","2.5658955574035645"
"50679","253390","253390","253390","3.276252269744873","3.276252269744873","3.276252269744873"
"50696","253475","253475","253475","3.3527846336364746","3.3527846336364746","3.3527846336364746"
"50711","253550","253550","253550","3.137781858444214","3.137781858444214","3.137781858444214"
"50715","253570","253570","253570","3.6909122467041016","3.6909122467041016","3.6909122467041016"
"50720","253595","253595","253595","2.9192209243774414","2.9192209243774414","2.9192209243774414"
"50762","253805","253805","253805","4.858397006988525","4.858397006988525","4.858397006988525"
"50769","253840","253840","253840","2.365154504776001","2.365154504776001","2.365154504776001"
"50773","253860","253860","253860","3.2989745140075684","3.2989745140075684","3.2989745140075684"
"50774","253865","253865","253865","2.2920446395874023","2.2920446395874023","2.2920446395874023"
"50801","254000","254000","254000","2.942315101623535","2.942315101623535","2.942315101623535"
"50806","254025","254025","254025","2.389211893081665","2.389211893081665","2.389211893081665"
"50814","254065","254065","254065","3.1175456047058105","3.1175456047058105","3.1175456047058105"
"50817","254080","254080","254080","3.5467467308044434","3.5467467308044434","3.5467467308044434"
"50821","254100","254100","254100","3.484935760498047","3.484935760498047","3.484935760498047"
"50827","254130","254130","254130","2.945493221282959","2.945493221282959","2.945493221282959"
"50839","254190","254190","254190","2.8617663383483887","2.8617663383483887","2.8617663383483887"
"50841","254200","254200","254200","2.2499446868896484","2.2499446868896484","2.2499446868896484"
"50904","254515","254515","254515","4.087918281555176","4.087918281555176","4.087918281555176"
"50907","254530","254530","254530","2.6148033142089844","2.6148033142089844","2.6148033142089844"
"50912","254555","254555","254555","1.8469696044921875","1.8469696044921875","1.8469696044921875"
"50913","254560","254560","254560","3.0289106369018555","3.0289106369018555","3.0289106369018555"
"50915","254570","254570","254570","2.752875328063965","2.752875328063965","2.752875328063965"
"51011","255050","255050","255050","3.3148694038391113","3.3148694038391113","3.3148694038391113"
"51033","255160","255160","255160","3.670543670654297","3.670543670654297","3.670543670654297"
"51046","255225","255225","255225","3.281717300415039","3.281717300415039","3.281717300415039"
"51061","255300","255300","255300","3.3829095363616943","3.3829095363616943","3.3829095363616943"
"51073","255360","255360","255360","2.493455171585083","2.493455171585083","2.493455171585083"
"51076","255375","255375","255375","4.140289306640625","4.140289306640625","4.140289306640625"
"51080","255395","255395","255395","3.490431785583496","3.490431785583496","3.490431785583496"
"51097","255480","255480","255480","3.587766408920288","3.587766408920288","3.587766408920288"
"51106","255525","255525","255525","3.2844457626342773","3.2844457626342773","3.2844457626342773"
"51120","255595","255595","255595","2.8894526958465576","2.8894526958465576","2.8894526958465576"
"51151","255750","255750","255750","3.2762961387634277","3.2762961387634277","3.2762961387634277"
"51167","255830","255830","255830","2.4028282165527344","2.4028282165527344","2.4028282165527344"
"51185","255920","255920","255920","2.758500814437866","2.758500814437866","2.758500814437866"
"51196","255975","255975","255975","2.8080368041992188","2.8080368041992188","2.8080368041992188"
"51220","256095","256095","256095","2.7379677295684814","2.7379677295684814","2.7379677295684814"
