"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Total loss","run-multi-task-without-debiasing - Total loss__MIN","run-multi-task-without-debiasing - Total loss__MAX"
"102449","512240","512240","512240","3.3439106941223145","3.3439106941223145","3.3439106941223145"
"102453","512260","512260","512260","3.53438663482666","3.53438663482666","3.53438663482666"
"102473","512360","512360","512360","2.654003858566284","2.654003858566284","2.654003858566284"
"102476","512375","512375","512375","3.033994197845459","3.033994197845459","3.033994197845459"
"102494","512465","512465","512465","3.1388137340545654","3.1388137340545654","3.1388137340545654"
"102496","512475","512475","512475","3.1485719680786133","3.1485719680786133","3.1485719680786133"
"102497","512480","512480","512480","4.600461959838867","4.600461959838867","4.600461959838867"
"102503","512510","512510","512510","2.5070412158966064","2.5070412158966064","2.5070412158966064"
"102507","512530","512530","512530","2.6760189533233643","2.6760189533233643","2.6760189533233643"
"102512","512555","512555","512555","2.327409505844116","2.327409505844116","2.327409505844116"
"102514","512565","512565","512565","2.427063465118408","2.427063465118408","2.427063465118408"
"102520","512595","512595","512595","4.1843743324279785","4.1843743324279785","4.1843743324279785"
"102536","512675","512675","512675","3.808683156967163","3.808683156967163","3.808683156967163"
"102541","512700","512700","512700","3.2867746353149414","3.2867746353149414","3.2867746353149414"
"102565","512820","512820","512820","1.9997330904006958","1.9997330904006958","1.9997330904006958"
"102567","512830","512830","512830","4.803853511810303","4.803853511810303","4.803853511810303"
"102581","512900","512900","512900","2.7520766258239746","2.7520766258239746","2.7520766258239746"
"102588","512935","512935","512935","2.658038854598999","2.658038854598999","2.658038854598999"
"102589","512940","512940","512940","2.726958751678467","2.726958751678467","2.726958751678467"
"102601","513000","513000","513000","3.101066827774048","3.101066827774048","3.101066827774048"
"102608","513035","513035","513035","3.504213809967041","3.504213809967041","3.504213809967041"
"102641","513200","513200","513200","1.2427685260772705","1.2427685260772705","1.2427685260772705"
"102660","513295","513295","513295","3.085704803466797","3.085704803466797","3.085704803466797"
"102666","513325","513325","513325","2.562901496887207","2.562901496887207","2.562901496887207"
"102674","513365","513365","513365","2.7152645587921143","2.7152645587921143","2.7152645587921143"
"102676","513375","513375","513375","3.44580340385437","3.44580340385437","3.44580340385437"
"102697","513480","513480","513480","3.009674549102783","3.009674549102783","3.009674549102783"
"102699","513490","513490","513490","2.1326913833618164","2.1326913833618164","2.1326913833618164"
"102735","513670","513670","513670","2.7732908725738525","2.7732908725738525","2.7732908725738525"
"102754","513765","513765","513765","1.7443592548370361","1.7443592548370361","1.7443592548370361"
"102761","513800","513800","513800","2.8077616691589355","2.8077616691589355","2.8077616691589355"
"102776","513875","513875","513875","5.215869903564453","5.215869903564453","5.215869903564453"
"102800","513995","513995","513995","3.1338601112365723","3.1338601112365723","3.1338601112365723"
"102827","514130","514130","514130","2.992060661315918","2.992060661315918","2.992060661315918"
"102834","514165","514165","514165","3.9896388053894043","3.9896388053894043","3.9896388053894043"
"102838","514185","514185","514185","3.9538021087646484","3.9538021087646484","3.9538021087646484"
"102847","514230","514230","514230","2.12630558013916","2.12630558013916","2.12630558013916"
"102849","514240","514240","514240","3.0065267086029053","3.0065267086029053","3.0065267086029053"
"102851","514250","514250","514250","2.727540969848633","2.727540969848633","2.727540969848633"
"102852","514255","514255","514255","3.282524585723877","3.282524585723877","3.282524585723877"
"102854","514265","514265","514265","2.2168071269989014","2.2168071269989014","2.2168071269989014"
"102859","514290","514290","514290","2.9251670837402344","2.9251670837402344","2.9251670837402344"
"102875","514370","514370","514370","3.484320640563965","3.484320640563965","3.484320640563965"
"102876","514375","514375","514375","3.0497331619262695","3.0497331619262695","3.0497331619262695"
"102899","514490","514490","514490","2.63006329536438","2.63006329536438","2.63006329536438"
"102905","514520","514520","514520","5.0599565505981445","5.0599565505981445","5.0599565505981445"
"102918","514585","514585","514585","4.7848801612854","4.7848801612854","4.7848801612854"
"102936","514675","514675","514675","3.4909043312072754","3.4909043312072754","3.4909043312072754"
"102949","514740","514740","514740","2.7214887142181396","2.7214887142181396","2.7214887142181396"
"102967","514830","514830","514830","4.9474005699157715","4.9474005699157715","4.9474005699157715"
"102978","514885","514885","514885","3.7430734634399414","3.7430734634399414","3.7430734634399414"
"103005","515020","515020","515020","2.403438091278076","2.403438091278076","2.403438091278076"
"103012","515055","515055","515055","2.8511552810668945","2.8511552810668945","2.8511552810668945"
"103031","515150","515150","515150","3.827380657196045","3.827380657196045","3.827380657196045"
"103060","515295","515295","515295","1.8132373094558716","1.8132373094558716","1.8132373094558716"
"103067","515330","515330","515330","2.827044725418091","2.827044725418091","2.827044725418091"
"103070","515345","515345","515345","2.8632454872131348","2.8632454872131348","2.8632454872131348"
"103076","515375","515375","515375","3.092564105987549","3.092564105987549","3.092564105987549"
"103096","515475","515475","515475","2.0664453506469727","2.0664453506469727","2.0664453506469727"
"103099","515490","515490","515490","3.9920973777770996","3.9920973777770996","3.9920973777770996"
"103110","515545","515545","515545","1.6471903324127197","1.6471903324127197","1.6471903324127197"
"103116","515575","515575","515575","2.9571547508239746","2.9571547508239746","2.9571547508239746"
"103129","515640","515640","515640","2.891535758972168","2.891535758972168","2.891535758972168"
"103135","515670","515670","515670","3.9191157817840576","3.9191157817840576","3.9191157817840576"
"103141","515700","515700","515700","1.959911584854126","1.959911584854126","1.959911584854126"
"103144","515715","515715","515715","2.9207377433776855","2.9207377433776855","2.9207377433776855"
"103170","515845","515845","515845","2.641922950744629","2.641922950744629","2.641922950744629"
"103181","515900","515900","515900","3.0099549293518066","3.0099549293518066","3.0099549293518066"
"103191","515950","515950","515950","5.1406168937683105","5.1406168937683105","5.1406168937683105"
"103192","515955","515955","515955","3.072627544403076","3.072627544403076","3.072627544403076"
"103194","515965","515965","515965","1.890803337097168","1.890803337097168","1.890803337097168"
"103199","515990","515990","515990","2.6188066005706787","2.6188066005706787","2.6188066005706787"
"103228","516135","516135","516135","3.6450483798980713","3.6450483798980713","3.6450483798980713"
"103238","516185","516185","516185","3.976552963256836","3.976552963256836","3.976552963256836"
"103265","516320","516320","516320","2.6099910736083984","2.6099910736083984","2.6099910736083984"
"103272","516355","516355","516355","1.9753363132476807","1.9753363132476807","1.9753363132476807"
"103291","516450","516450","516450","2.396495819091797","2.396495819091797","2.396495819091797"
"103293","516460","516460","516460","3.9146571159362793","3.9146571159362793","3.9146571159362793"
"103295","516470","516470","516470","2.745561122894287","2.745561122894287","2.745561122894287"
"103309","516540","516540","516540","3.969020366668701","3.969020366668701","3.969020366668701"
"103327","516630","516630","516630","2.6368465423583984","2.6368465423583984","2.6368465423583984"
"103328","516635","516635","516635","3.0941758155822754","3.0941758155822754","3.0941758155822754"
"103356","516775","516775","516775","3.2344484329223633","3.2344484329223633","3.2344484329223633"
"103359","516790","516790","516790","2.6029281616210938","2.6029281616210938","2.6029281616210938"
"103381","516900","516900","516900","2.511636257171631","2.511636257171631","2.511636257171631"
"103405","517020","517020","517020","2.5758328437805176","2.5758328437805176","2.5758328437805176"
"103409","517040","517040","517040","2.2564265727996826","2.2564265727996826","2.2564265727996826"
"103447","517230","517230","517230","2.638518810272217","2.638518810272217","2.638518810272217"
"103452","517255","517255","517255","2.6431429386138916","2.6431429386138916","2.6431429386138916"
"103468","517335","517335","517335","2.457022190093994","2.457022190093994","2.457022190093994"
"103476","517375","517375","517375","3.0614633560180664","3.0614633560180664","3.0614633560180664"
"103481","517400","517400","517400","1.932520866394043","1.932520866394043","1.932520866394043"
"103507","517530","517530","517530","2.6976044178009033","2.6976044178009033","2.6976044178009033"
"103518","517585","517585","517585","3.3732025623321533","3.3732025623321533","3.3732025623321533"
"103550","517745","517745","517745","4.310998916625977","4.310998916625977","4.310998916625977"
"103551","517750","517750","517750","3.305039644241333","3.305039644241333","3.305039644241333"
"103557","517780","517780","517780","3.0676302909851074","3.0676302909851074","3.0676302909851074"
"103564","517815","517815","517815","3.393436908721924","3.393436908721924","3.393436908721924"
"103565","517820","517820","517820","4.158432483673096","4.158432483673096","4.158432483673096"
"103572","517855","517855","517855","2.3711252212524414","2.3711252212524414","2.3711252212524414"
"103574","517865","517865","517865","2.668152332305908","2.668152332305908","2.668152332305908"
"103575","517870","517870","517870","3.6497135162353516","3.6497135162353516","3.6497135162353516"
"103584","517915","517915","517915","2.740363121032715","2.740363121032715","2.740363121032715"
"103587","517930","517930","517930","3.1269140243530273","3.1269140243530273","3.1269140243530273"
"103608","518035","518035","518035","2.6246542930603027","2.6246542930603027","2.6246542930603027"
"103639","518190","518190","518190","4.138668537139893","4.138668537139893","4.138668537139893"
"103648","518235","518235","518235","2.8556413650512695","2.8556413650512695","2.8556413650512695"
"103652","518255","518255","518255","2.757500171661377","2.757500171661377","2.757500171661377"
"103662","518305","518305","518305","3.642073154449463","3.642073154449463","3.642073154449463"
"103686","518425","518425","518425","3.9986329078674316","3.9986329078674316","3.9986329078674316"
"103691","518450","518450","518450","3.4714298248291016","3.4714298248291016","3.4714298248291016"
"103709","518540","518540","518540","2.061021566390991","2.061021566390991","2.061021566390991"
"103729","518640","518640","518640","3.531035900115967","3.531035900115967","3.531035900115967"
"103731","518650","518650","518650","2.0591771602630615","2.0591771602630615","2.0591771602630615"
